date,year,quarter,month,month_name,week,day_of_week,day,is_weekend,month_year,year_month,quarter_number
2025-12-14,2025,Q4,12,December,50,Sunday,14,True,2025-12,202512,4
2025-12-15,2025,Q4,12,December,51,Monday,15,False,2025-12,202512,4
2025-12-16,2025,Q4,12,December,51,Tuesday,16,False,2025-12,202512,4
2025-12-17,2025,Q4,12,December,51,Wednesday,17,False,2025-12,202512,4
2025-12-18,2025,Q4,12,December,51,Thursday,18,False,2025-12,202512,4
2025-12-19,2025,Q4,12,December,51,Friday,19,True,2025-12,202512,4
2025-12-20,2025,Q4,12,December,51,Saturday,20,True,2025-12,202512,4
2025-12-21,2025,Q4,12,December,51,Sunday,21,True,2025-12,202512,4
2025-12-22,2025,Q4,12,December,52,Monday,22,False,2025-12,202512,4
2025-12-23,2025,Q4,12,December,52,Tuesday,23,False,2025-12,202512,4
2025-12-24,2025,Q4,12,December,52,Wednesday,24,False,2025-12,202512,4
2025-12-25,2025,Q4,12,December,52,Thursday,25,False,2025-12,202512,4
2025-12-26,2025,Q4,12,December,52,Friday,26,True,2025-12,202512,4
2025-12-27,2025,Q4,12,December,52,Saturday,27,True,2025-12,202512,4
2025-12-28,2025,Q4,12,December,52,Sunday,28,True,2025-12,202512,4
2025-12-29,2025,Q4,12,December,1,Monday,29,False,2025-12,202512,4
2025-12-30,2025,Q4,12,December,1,Tuesday,30,False,2025-12,202512,4
2025-12-31,2025,Q4,12,December,1,Wednesday,31,False,2025-12,202512,4
